id,Title,"url","Product סגנון היצירה","Product טכניקה","Product מצע",Length,Width,Height
4213,"חצי תפוח ולימון",https://under1000.co.il/wp-content/uploads/2021/03/80X60M.jpg,,,,3,70,60
4215,"שיר ערש",https://under1000.co.il/wp-content/uploads/2021/03/60X60B.jpg,,,,3,60,60
4217,אתנחתא,https://under1000.co.il/wp-content/uploads/2021/03/80X60J.jpg,,"צבעי אקריליק",קנבס,3,80,60
4242,אווירון,https://under1000.co.il/wp-content/uploads/2021/02/143023789_10158598684749718_7987162361488643928_o.jpg,,"צבעי אקריליק",קנבס,,60,80
4243,"ילדים בשדות",https://under1000.co.il/wp-content/uploads/2021/04/637440520725357356happy_children-1.jpg,,"צבעי אקריליק",קנבס,,60,80
4268,לאן,https://under1000.co.il/wp-content/uploads/2021/04/MONSTER_HORSE-scaled.jpg,"אמנות רחוב|סוריאליזם|קונספטואלי","צבעי אקריליק",קנבס,2,99,69
4274,"לא מחליפים סוס מנצח",https://under1000.co.il/wp-content/uploads/2021/04/002-scaled.jpg,"מופשט|פופ ארט","צבעי אקריליק",קנבס,3,60,60
4279,"horse and jazz",https://under1000.co.il/wp-content/uploads/2021/04/004-scaled.jpg,"מופשט|פופ ארט","צבעי אקריליק",קנבס,3,60,60
4280,"little gray horse",https://under1000.co.il/wp-content/uploads/2021/04/003-scaled.jpg,"מופשט|פופ ארט","צבעי אקריליק",קנבס,3,60,60
4281,"little purple horse",https://under1000.co.il/wp-content/uploads/2021/04/001-scaled.jpg,"מופשט|פופ ארט","צבעי אקריליק",קנבס,3,60,60
4284,"חוף דייגים",https://under1000.co.il/wp-content/uploads/2021/04/חוף-דייגים.jpg,,"צבעי אקריליק",קנבס,,70,100
4293,"גיומטריה כתומה",,,"צבעי אקריליק",קנבס,,120,80
4322,"יצורי לילה",https://under1000.co.il/wp-content/uploads/2021/04/005-scaled.jpg,סוריאליזם,"צבעי אקריליק",קנבס,2,40,60
4323,"pink horse",https://under1000.co.il/wp-content/uploads/2021/04/pink-horse.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,3,40,60
4327,"golden horse",https://under1000.co.il/wp-content/uploads/2021/04/golden-horse.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,3,40,60
4328,"gold end blue horse",https://under1000.co.il/wp-content/uploads/2021/04/gold-end-blue-horse.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,3,40,60
4350,"בית קפה ברודשילד",,,,,80,60,2
4352,רוטשילד,,,,,80,60,2
4354,"נוף ירושלמי דיפטיך #1",,,,,150,90,2.5
4356,"נוף ירושלמי דיפטיך #2",,,,,150,90,2.5
4358,"נוף עץ זית",,,,,90,90,3
4360,"South Tel Aviv, Israeli cityscape",,,,,80,60,2
4362,הכרם,,,,,70,50,1
4368,"סוף הדרך",https://under1000.co.il/wp-content/uploads/2021/05/new-dead-end-scaled.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,2,70,100
4382,"בתוך ענן קסום",,מודרני,"צבעי אקריליק",קנבס,,80,110
4405,"ברוש מאורך שביל בורדו 8/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-שביל-בורדו-13-20-6-מתוך-9--scaled.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,103,38,4
4407,"רגע לעצמך",https://under1000.co.il/wp-content/uploads/2021/05/רגע-לעצמך_n.jpg,,"צבעי אקריליק",קנבס,3,80,90
4420,"בית קפה ברחוב ת״א",,,,,70,50,1
4424,"מודל בסטודיו",,,,,80,60,1
4447,"סוס אדום בשדה קיץ",https://under1000.co.il/wp-content/uploads/2021/06/Red-Horse-in-a-summer-Field-scaled.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,3,100,100
4449,"סוס גיאומטרי סגול",https://under1000.co.il/wp-content/uploads/2021/06/Geometric-purple-horse.jpg,סוריאליזם|פיגורטיבי,"צבעי אקריליק",קנבס,3,100,100
4453,הזוג,https://under1000.co.il/wp-content/uploads/2021/06/60X60A-3-scaled.jpg,,"צבעי אקריליק",קנבס,60,60,3
4459,"הסוס והצל",https://under1000.co.il/wp-content/uploads/2021/06/80X70C-scaled.jpg,,"צבעי אקריליק",קנבס,80,70,3
4461,אנפות,https://under1000.co.il/wp-content/uploads/2021/06/100X80D-scaled.jpg,,"צבעי אקריליק",קנבס,100,80,3
4463,ירוק,,מופשט,"צבעי אקריליק",קנבס,,25,25
4472,קיץ,,מופשט,"צבעי אקריליק",קנבס,,30,50
4474,שלווה,,מופשט,"צבעי אקריליק",קנבס,,140,100
4475,"ריקוד צבעוני",,מופשט,"צבעי אקריליק",קנבס,,140,100
4476,"מלאך תכלת",,מופשט,"צבעי אקריליק",קנבס,,120,100
4478,"אמא וילדה",,,,,80,60,2
4484,Horse_033,https://under1000.co.il/wp-content/uploads/2021/06/Horse_033-scaled.jpg,סוריאליזם|פיגורטיבי,"צבעי אקריליק",קנבס,3,60,60
4487,Horse_034,https://under1000.co.il/wp-content/uploads/2021/06/Horse_034-scaled.jpg,סוריאליזם|פיגורטיבי,"צבעי אקריליק",קנבס,3,60,60
4489,"פיקניק בים",https://under1000.co.il/wp-content/uploads/2021/07/ea2aa3f5-c942-4213-88a4-671766fd6115.jpg,,"צבעי אקריליק",קנבס,3,50,70
4490,"על החוף",https://under1000.co.il/wp-content/uploads/2021/07/At-the-beach.jpg,,"צבעי אקריליק",קנבס,3,70,90
4492,"ללכת אחריך",https://under1000.co.il/wp-content/uploads/2021/07/Follow-you.jpg,,"צבעי אקריליק",קנבס,,,
4494,משפחה,https://under1000.co.il/wp-content/uploads/2021/07/Fishing-day.jpg,,"צבעי אקריליק",קנבס,3,50,70
4523,"היא והוא",https://under1000.co.il/wp-content/uploads/2021/08/35X35A-scaled.jpg,,"צבעי אקריליק",קנבס,35,35,3
4525,"כלב בטיול ורוד",https://under1000.co.il/wp-content/uploads/2021/08/80X60V-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
4527,"Cactus &amp; Cat",https://under1000.co.il/wp-content/uploads/2021/08/30X40B-scaled.jpg,,"צבעי אקריליק",קנבס,30,40,3
4529,"ארבעת הרוכבים",https://under1000.co.il/wp-content/uploads/2021/08/80X60S-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
4531,"סיפור אמיתי",https://under1000.co.il/wp-content/uploads/2021/08/45X45B.jpg,,"צבעי אקריליק",קנבס,45,45,3
4533,"פרפרים בחדר שלי",https://under1000.co.il/wp-content/uploads/2021/08/80X60T-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
4535,"ילדה בנדנדה (כחול)",https://under1000.co.il/wp-content/uploads/2021/08/30X40C-scaled.jpg,,"צבעי אקריליק",קנבס,30,40,3
4537,"ילדה בחוף הים",https://under1000.co.il/wp-content/uploads/2021/08/40X30A-scaled.jpg,,"צבעי אקריליק",קנבס,30,40,3
4539,"ילד וגלגל",https://under1000.co.il/wp-content/uploads/2021/08/30X40A-scaled.jpg,,"צבעי אקריליק",קנבס,30,40,3
4543,"החברים של רותי",https://under1000.co.il/wp-content/uploads/2021/08/30X30C-scaled.jpg,,,,30,30,3
4545,"רותי בטיול",https://under1000.co.il/wp-content/uploads/2021/08/60X60B-scaled.jpg,,"צבעי אקריליק",קנבס,60,60,3
4551,"הכלב החמוד שלי",https://under1000.co.il/wp-content/uploads/2021/08/80X60W-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
4561,"Forest Ranger",https://under1000.co.il/wp-content/uploads/2021/08/20210621_143307-scaled.jpg,,,,,,
4572,Hav,https://under1000.co.il/wp-content/uploads/2021/08/20210621_143251-scaled.jpg,,,,17,13,8
4582,"The Prophet &amp; Kon 6",https://under1000.co.il/wp-content/uploads/2021/08/20210621_142859-scaled.jpg,,,,26,21,8
4586,SuperMan,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.37.16-1.jpeg,,,,21,18,8
4597,WonderWoman,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.37.15.jpeg,,,,21,18,8
4601,"Harley Quinn",https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.37.17.jpeg,,,,21,18,8
4605,BatMan,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.37.19-1.jpeg,,,,21,18,8
4609,"The Joker",https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.37.18-1.jpeg,,,,20,19,8
4613,Supermario,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.31.19.jpeg,,,,20,19,8
4621,"Mona XL מפלצת עץ",https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.31.21-3.jpeg,,,,25,30,14
4625,"Green Lola מפלצת עץ",https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.31.21-6.jpeg,,,,15,20,10
4674,"סוד האהבה",,,"צבעי אקריליק",קנבס,,70,100
4676,"אשה עם טווס",,,"צבעי אקריליק",קנבס,,100,130
4692,Up,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-18-at-01.33.11.jpeg,,,,7,10,5
4694,6,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-18-at-01.33.11-2.jpeg,,,,7,10,4
4699,"Nancy Neg מפלצת עץ בקופסא",https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-26-at-15.22.42-3.jpeg,,,,25,21,8
4706,Picachu,https://under1000.co.il/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-13-at-22.31.20-3-2.jpeg,,,,21,18,8
4716,"ערב שבת",https://under1000.co.il/wp-content/uploads/2021/08/80X70D.jpg,,"צבעי אקריליק",קנבס,90,70,3
4810,"לב סירה אוקר לבן רשת כסף חום 1/5",https://under1000.co.il/wp-content/uploads/2021/08/לב-סירה-אוקר-לבן-רשת-כסף-חום--scaled.jpg,פיגורטיבי,הדפס,נייר,58,33,4
4840,"אשה בלבן",,,,,,,
4845,Hulk,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.29.46.jpeg,,,,22,20,
4847,SpiderMan,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.28.33-1.jpeg,,,,22,20,
4849,BatMan,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.44.jpeg,,,,22,20,
4851,SuperMan,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.44-4.jpeg,,,,22,20,
4853,AquaMan,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.43-3.jpeg,,,,23,20,
4855,Supermario,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.43.jpeg,,,,22,20,
4857,"The Flash",https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.44-1.jpeg,,,,22,20,
4861,"Optimus Prime",https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.43-1.jpeg,,,,22,20,
4864,Pikachu,https://under1000.co.il/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-23-at-14.20.44-5.jpg,,,,22,20,
4876,"דמויות רקע כחול",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,100,100
4883,"דנה סנדמן, אימקה",https://under1000.co.il/wp-content/uploads/2021/10/9317F31B-996C-44FF-B26B-3A80AF314B39.jpeg,דיוקנאות,"צבעי אקריליק",קנבס,3.5,70,100
4887,"דנה סנדמן, קמילה",https://under1000.co.il/wp-content/uploads/2021/10/8870EB54-E7C9-42D0-9475-CDAAE87C9A84.jpeg,"דיוקנאות|פופ ארט","צבעי אקריליק",קנבס,3,70,70
4889,"דנה סנדמן, נלי",https://under1000.co.il/wp-content/uploads/2021/10/5B600E79-6CA2-49BF-9D76-9B5F28B402FF.jpeg,"דיוקנאות|פופ ארט","צבעי אקריליק",קנבס,3,60,80
4891,"דנה סנדמן, אוזלם",https://under1000.co.il/wp-content/uploads/2021/10/CFAD934E-C9D1-47B1-90D8-18449763EE01.jpeg,פיגורטיבי|ריאליסטי,"צבעי אקריליק",קנבס,3.5,100,80
4901,"צמח בר 4",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,60,90
4903,"בורקס פנסו",,,,,30,30,2
4905,"מסעדה בדום ת״א",,,,,70,50,2
4907,"צמחי שדה",,מופשט|נופים,"צבעי אקריליק",קנבס,,100,100
4909,"צמח שדה 1",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,80,120
4911,"צמח שדה 2",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,,
4918,"הרי מדבר",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,200,100
4920,"3 דמויות בנוף",,מופשט|נופים,"צבעי אקריליק|שפכטל",קנבס,,150,90
4948,"ארוחה תחת שמשיה",,,,,80,100,2.5
4950,"ערב בעיר",,,,,60,80,2
4952,"קפה איטלקי",,,,,60,80,2
4954,"מסעדה בדרום ת״א",,,,,50,70,2
4957,"Neve Tsedek Cafeteria",,,,,70,50,2
4959,"מסעדה בדרום ת״א",,,,,80,60,2
4962,"לב סירה לבן רשת כחול 5/5",https://under1000.co.il/wp-content/uploads/2021/11/לב-סירה-לבן-רקע-כחול-.jpg,פיגורטיבי,,נייר,58,33,4
4964,"לב כחול רשת כסף 2/8",https://under1000.co.il/wp-content/uploads/2021/11/BY8A5451-scaled.jpg,פיגורטיבי,הדפס,נייר,58,33,4
4966,"וולקנו שחור-כסף 3/5",https://under1000.co.il/wp-content/uploads/2021/05/תחרה-כפול-שחור-כסף-להוסיף-לסדרה-70X100-scaled.jpg,מודרני|נופים,הדפס,נייר,103,73,4
4967,"לב סירה שחור 2/50",https://under1000.co.il/wp-content/uploads/2021/11/BY8A5314-scaled.jpg,מודרני|נופים|פיגורטיבי,הדפס,נייר,73,73,4
4969,"לב סירה שחור-אוקר 3/50",https://under1000.co.il/wp-content/uploads/2021/05/BY8A5322-scaled.jpg,מודרני|נופים|פיגורטיבי,הדפס,נייר,73,73,4
4981,השתקפות,,,,,,,
4985,"פרחים באויר",,,,,,,
4995,"זוג חסידות",,,,,,,
4998,סבך,,,,,,,
5007,מפגש,,,,,,,
5011,"ארמון בחול",,,,,,,
5026,"בטמן 130",https://under1000.co.il/wp-content/uploads/2021/11/20211103_113354-scaled.jpg,,,,130,45,
5038,"מזנון דני",,,,,80,60,2
5040,"מסעדה וכרמים ביפו",,,,,80,60,2
5044,זריחה,,,"צבעי אקריליק",קנבס,,140,100
5051,"אישה בשחור לבן",https://under1000.co.il/wp-content/uploads/2021/12/100X80G-scaled.jpg,,"צבעי אקריליק",קנבס,100,80,3
5053,"טיול בפארק",https://under1000.co.il/wp-content/uploads/2021/12/80X60X-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
5055,"ילדה מתנדנדת בסגול",https://under1000.co.il/wp-content/uploads/2021/12/30X30D.jpg,,"צבעי אקריליק",קנבס,30,30,3
5059,"אבא וילד",https://under1000.co.il/wp-content/uploads/2021/12/80x60gg-scaled.jpg,,"צבעי אקריליק",קנבס,80,60,3
5060,חתולים,https://under1000.co.il/wp-content/uploads/2021/12/120X60D-scaled.jpg,,"צבעי אקריליק",קנבס,120,60,3
5068,"צמח חורף 1",,נופים,"צבעי אקריליק|שפכטל",קנבס,,60,60
5070,"צמח חורף 2",,נופים,"צבעי אקריליק|שפכטל",קנבס,,60,60
5079,"סוד האהבה בצבעים",,,"צבעי אקריליק",קנבס,3,100,120
5081,"ברוש מאורך לבן שביל בורדו 7/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-שביל-בורדו-10-20-3-מתוך-9--scaled.jpg,מודרני|נופים|פיגורטיבי,"הדפס|צבעי אקריליק",נייר,103,38,4
5084,"ברוש מאורך לבן שביל בורדו - שחור 4/9",https://under1000.co.il/wp-content/uploads/2022/01/5-22-לבן-שביל-בורדו-רשת-שחור-4-מתוך-9--scaled.jpg,מודרני|נופים|פיגורטיבי,"הדפס|צבעי אקריליק",נייר,103,38,4
5085,"ברוש מאורך לבן שביל אוקר 3/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-שביל-אוקר-9-20-3-מתוך-9--scaled.jpg,מודרני|נופים|פיגורטיבי,הדפס,נייר,103,38,4
5086,"לב סירה כחול רשת כסף 3/8",https://under1000.co.il/wp-content/uploads/2021/11/BY8A5451-scaled.jpg,מודרני|פיגורטיבי,"הדפס|צבעי אקריליק",נייר,58,33,4
5087,"לב סירה אוקר- שחור רשת כסף 4/5",https://under1000.co.il/wp-content/uploads/2021/08/לב-סירה-אוקר-שחור-רשת-כסף--scaled.jpg,מודרני|פיגורטיבי,"הדפס|צבעי אקריליק",נייר,58,33,4
5088,"לב סירה אוקר רשת כסף-חום 2/5",https://under1000.co.il/wp-content/uploads/2021/08/לב-סירה-אוקר-לבן-רשת-כסף-חום--scaled.jpg,מודרני|פיגורטיבי,הדפס,נייר,58,33,4
5090,"ויקי שמואלי, אבטיח על החוף",https://under1000.co.il/wp-content/uploads/2021/10/222344284_10159011955404718_3714506454039812504_n.jpg,,"צבעי אקריליק",קנבס,3,60,80
5091,summer,https://under1000.co.il/wp-content/uploads/2022/01/208956355_10158963403569718_5522773766803859167_n.jpg,,"צבעי אקריליק",קנבס,3,80,90
5127,"פריחה בזוג",https://under1000.co.il/wp-content/uploads/2022/01/IMG_2187-scaled-e1642194747776.jpg,מופשט,"צבעי אקריליק",קנבס,80,60,3
5129,ניצן,https://under1000.co.il/wp-content/uploads/2022/01/8BDBF956-BDEA-41DC-831A-A33B0487E22F-scaled.jpeg,מופשט,"צבעי אקריליק",קנבס,80,60,3
5134,חבצלות,https://under1000.co.il/wp-content/uploads/2022/01/IMG_2139-scaled-e1642197591694.jpg,מודרני|מופשט,"צבעי אקריליק",קנבס,80,150,3
5135,זוג,https://under1000.co.il/wp-content/uploads/2022/01/IMG_3960-scaled-e1642177166435.jpeg,"אמנות עכשווית|מודרני|מופשט","צבעי אקריליק",קנבס,70,100,2.5
5136,פריחה,https://under1000.co.il/wp-content/uploads/2022/01/IMG_E0648-scaled.jpg,"אמנות עכשווית|מודרני|מופשט","צבעי אקריליק",קנבס,70,140,3
5143,"גשם על החלון",https://under1000.co.il/wp-content/uploads/2022/01/8E696A5E-598B-4B4A-A2DE-95A1A542FA11-scaled.jpeg,"אמנות עכשווית|מודרני|מופשט","צבעי אקריליק",קנבס,80,60,3
5144,"דיפטיך פרחים ורוד",https://under1000.co.il/wp-content/uploads/2022/01/IMG_2211-scaled-e1642199640289.jpg,"אמנות עכשווית|מודרני|מופשט","צבעי אקריליק",קנבס,90,60,2.5
5147,"דיפטיך פרחים 2",https://under1000.co.il/wp-content/uploads/2022/01/IMG_2212-scaled-e1642201081315.jpg,"אמנות עכשווית|מופשט","צבעי אקריליק",קנבס,90,60,2.5
5148,"פרידה קאלו",https://under1000.co.il/wp-content/uploads/2020/05/e1e24161-85b4-449d-80de-27ca496a0d41.jpg,,"צבעי אקריליק",קנבס,3,50,50
5150,"נחל הירקון",https://under1000.co.il/wp-content/uploads/2021/04/900404d2-33d7-45a7-a254-570dca6c9cb8.jpg,,"צבעי אקריליק",קנבס,3,50,60
5173,"שוק הכרמל",https://under1000.co.il/wp-content/uploads/2022/01/שוק-הכרמל.jpg,,,,60,3,60
5174,"שמשייה בצהוב",https://under1000.co.il/wp-content/uploads/2022/01/IMG_20190514_103427_353.jpg,,,,100,3,80
5176,"רקדניות בשני צבעים",https://under1000.co.il/wp-content/uploads/2022/01/3-רקדניות-בשני-צבעים.jpg,,,,150,3,70
5182,"נוף אבסטרקט כחול",https://under1000.co.il/wp-content/uploads/2022/01/השוק-בורוד-וכחול-scaled.jpg,,,,190,3,80
5194,"שוק הפשפשים",https://under1000.co.il/wp-content/uploads/2022/01/שוק-הפשפשים-2021.jpg,,,,110,3,100
5195,"רחוב אבסטרקט בורוד וירוק",https://under1000.co.il/wp-content/uploads/2022/01/שדרהבתל-אביב-1.jpg,,,,180,3,60
5196,"רחוב בתאילנד",https://under1000.co.il/wp-content/uploads/2022/01/זכרונות-מתאילנד.jpg,,,,80,3,60
5198,"המדרחוב בזכרון",https://under1000.co.il/wp-content/uploads/2022/01/רחוב-בזכרון-יעקב.jpg,,,,80,3,60
5199,"נחלת בנימין בצהוב",https://under1000.co.il/wp-content/uploads/2022/01/נחלת-בנימין-בצהוב-scaled.jpg,,,,150,3,70
5208,הרהורים,https://under1000.co.il/wp-content/uploads/2022/01/הרהורים.jpg,,,,100,3,120
5209,"tlv abstract",https://under1000.co.il/wp-content/uploads/2022/01/tlv-abstract.jpg,,,,60,3,60
5210,"רחוב tlv",https://under1000.co.il/wp-content/uploads/2022/01/tlv-st.jpg,,,,50,3,50
5211,"נערה עם מכנסי פוקסיה",https://under1000.co.il/wp-content/uploads/2022/01/20211007_123447-scaled.jpg,,,,47,2,57
5213,"זוג מחובק",https://under1000.co.il/wp-content/uploads/2022/01/132006847_10214581772936905_1530873816920793185_n.jpg,,,,33,4,43
5222,"נוף אורבני",https://under1000.co.il/wp-content/uploads/2022/03/20210503_115837-scaled.jpg,,,,,,
5229,"איש וכלב כחול",https://under1000.co.il/wp-content/uploads/2022/03/60X60E-scaled.jpg,,"צבעי אקריליק",קנבס,60,60,3
5231,"להוציא את הכלב",https://under1000.co.il/wp-content/uploads/2022/03/120X80A-scaled.jpg,,"צבעי אקריליק",קנבס,120,80,3
5233,"הפינה שלי, גליה גור",https://under1000.co.il/wp-content/uploads/2022/03/100X70C-scaled.jpg,,"צבעי אקריליק",קנבס,100,70,3
5240,Explosion,https://under1000.co.il/wp-content/uploads/2022/03/explosion.jpg,,,,,,
5245,"מונה, ארבעה פרחים",https://under1000.co.il/wp-content/uploads/2022/03/4-פרחים.jpg,,,,,,
5246,"טיול ביער",https://under1000.co.il/wp-content/uploads/2022/03/טיול-ביער.jpg,,,,,,
5247,"טיול בטבע",https://under1000.co.il/wp-content/uploads/2022/03/טיול-בטבע.jpg,,,,,,
5250,"לאור היום",https://under1000.co.il/wp-content/uploads/2022/03/לאור-היום-1.jpg,,,,,,
5286,"לב סירה כחול ורשת כסף 4/8",https://under1000.co.il/wp-content/uploads/2022/05/7-22-לב-סירה-כחול-רשת-כסף-4-מתוך-8-1-1-scaled.jpg,פיגורטיבי,הדפס,נייר,,,
5288,"לב סירה לבן רקע כחול 1/1",https://under1000.co.il/wp-content/uploads/2022/05/8-22-לב-סירה-כחול-רשת-כסף-1-מתוך-1-.jpg,פיגורטיבי,הדפס,נייר,,,
5292,"לב סירה שחור אוקר רשת כסף 3/5",https://under1000.co.il/wp-content/uploads/2022/05/10-22-לב-סירה-אוקר-שחור-רשת-כסף-3-מתוך-5--scaled.jpg,פיגורטיבי,הדפס,נייר,,,
5299,"זוג וקקטוס",https://under1000.co.il/wp-content/uploads/2022/05/80X60-1-scaled.jpg,,"צבעי אקריליק",קנבס,,,
5301,"ערב חג",https://under1000.co.il/wp-content/uploads/2022/05/130X80D.jpeg.jpg,,"צבעי אקריליק",קנבס,,,
5304,"שעת מנוחה",https://under1000.co.il/wp-content/uploads/2022/05/80X60Y-scaled.jpg,,"צבעי אקריליק",קנבס,,,
5308,המשפחה,https://under1000.co.il/wp-content/uploads/2022/05/120X60E-scaled.jpg,,"צבעי אקריליק",קנבס,,,
5310,"הבאתי לך פרח",https://under1000.co.il/wp-content/uploads/2022/05/100X70B-scaled.jpg,,,,,,
5312,"שלישייה וקקטוס",https://under1000.co.il/wp-content/uploads/2022/05/100X70E-scaled.jpg,,,,,,
5330,"שעון יפו",https://under1000.co.il/wp-content/uploads/2022/09/281396172_10159520117004718_3592509299240903661_n.jpg,,"צבעי אקריליק",קנבס,,,
5331,"יריד הליצנים",https://under1000.co.il/wp-content/uploads/2022/09/279789440_10159484402444718_8519202377307099785_n.jpg,,"צבעי אקריליק",קנבס,,,
5350,"יהלום, הבניין בבגבי",https://under1000.co.il/wp-content/uploads/2022/11/URB10-GEO69.jpg,,,,,,
5355,"UAT26 - שמרית יריד, 'סיפור על ציפורים וענף'",https://under1000.co.il/wp-content/uploads/2022/11/UAT26.jpeg,,,,,,
5358,"UAT7-רמי, ללא שם",https://under1000.co.il/wp-content/uploads/2022/11/7.jpeg,,,,,,
5364,"UAT22-שרה שמש, 'אבסטרקט לירי קיפוד'",https://under1000.co.il/wp-content/uploads/2022/11/UAT122.jpeg,,,,,,
5421,"UAT2-אורן מרקוביץ', TROY VS SPARTA",https://under1000.co.il/wp-content/uploads/2022/11/2.jpeg,,,,,,
5425,"UAT34-נאווה רון, ללא שם",https://under1000.co.il/wp-content/uploads/2022/11/UAT34.jpeg,,,,,,
5426,"UAT8-זיגזג, 'מכובד ושמח'",https://under1000.co.il/wp-content/uploads/2022/11/8.jpeg,,,,,,
5431,"UAT50-אליעד יהלום, 'מכונות'",https://under1000.co.il/wp-content/uploads/2022/11/UAT50.jpg,,,,,,
5434,"UAT57-מריה קירייב, 'מוסיקה רובוטית'",https://under1000.co.il/wp-content/uploads/2022/11/UAT57.jpeg,,,,,,
5437,"UAT59-זוהר פלך, 'ים רגוע'",https://under1000.co.il/wp-content/uploads/2022/11/UAT59.jpeg,,,,,,
5448,"UAT66-אינה גורוחוד, 'שבלול פסיכדלי עם עולם שלם בפנים'",https://under1000.co.il/wp-content/uploads/2022/11/UAT66.jpeg,,,,,,
5451,"UAT73-רמי רביב, 'רמיזה של אישה באדום'",https://under1000.co.il/wp-content/uploads/2022/11/UAT73.jpeg,,,,,,
5519,"UAT80-שרה שמש, 'גוונים בשקיעה'",https://under1000.co.il/wp-content/uploads/2022/11/UAT80.jpeg,,,,140,180,3
5528,"UAT85-מריה קירייב, 'פני נחושת נעימים'",https://under1000.co.il/wp-content/uploads/2022/11/UAT85.jpeg,,,,,,
5531,"UAT76-נטע גדליה, 'אבסטרקט תכלת על עץ'",https://under1000.co.il/wp-content/uploads/2022/11/UAT76.jpeg,,,,,,
5532,"UAT33-אורן מרקוביץ', 'בנו של זאוס'",https://under1000.co.il/wp-content/uploads/2022/11/UAT33.jpeg,,,,,,
5533,"UAT77-חנן מילנר, 'רישום בסגנון דאלי'",https://under1000.co.il/wp-content/uploads/2022/11/UAT77-1.jpeg,,,,,,
5535,"UAT95-זיגזג, 'הגיבור'",https://under1000.co.il/wp-content/uploads/2022/11/UAT95.jpeg,,,,,,
5537,"UAT45- שרה שמש, 'מארק רותקו, השראה אדומה'",https://under1000.co.il/wp-content/uploads/2022/11/UAT45.jpeg,,,,,,
5540,"UAT90-אנונימי, 'הענק הצבעוני'",https://under1000.co.il/wp-content/uploads/2022/11/UAT90.jpeg,,,,,,
5541,"ליאת גבע, תפילה",https://under1000.co.il/wp-content/uploads/2022/11/UAT89.jpeg,,,,,,
5542,"אליעד יהלום, אורבני קובני",https://under1000.co.il/wp-content/uploads/2022/11/UAT93.jpg,,,,,,
5557,"UAT25-זיגזג, 'מונה וגוצ'י'",https://under1000.co.il/wp-content/uploads/2022/11/UAT25.jpeg,,,,,,
5558,"UAT86-שרה שמש, 'עמידת ידיים'",https://under1000.co.il/wp-content/uploads/2022/11/UAT86.jpeg,,,,,,
5561,"רמי, עיניים מצועפות",https://under1000.co.il/wp-content/uploads/2022/11/UAT47-1.jpeg,,,,,,
5563,"אלי אדרי, מלך האוזניים",https://under1000.co.il/wp-content/uploads/2022/11/UAT97.jpeg,,,,,,
